ID,State,City,Year,Month,Carbon_Emissions(MT)
671,Georgia,Atlanta,2022,11,9027
672,Georgia,Atlanta,2022,12,8791
673,Georgia,Atlanta,2023,1,5842
674,Georgia,Atlanta,2023,2,9456
675,Georgia,Atlanta,2023,3,7960
676,Georgia,Atlanta,2023,4,6516
677,Georgia,Atlanta,2023,5,1300
678,Georgia,Atlanta,2023,6,7625
679,Georgia,Atlanta,2023,7,9091
680,Georgia,Atlanta,2023,8,6089
681,Georgia,Atlanta,2023,9,2575
682,Georgia,Atlanta,2023,10,5718
683,Georgia,Atlanta,2023,11,6270
684,Georgia,Atlanta,2023,12,8807
685,Georgia,Augusta,2021,1,1870
686,Georgia,Augusta,2021,2,7079
687,Georgia,Augusta,2021,3,1370
688,Georgia,Augusta,2021,4,6797
689,Georgia,Augusta,2021,5,2046
690,Georgia,Augusta,2021,6,7753
691,Georgia,Augusta,2021,7,1473
692,Georgia,Augusta,2021,8,7338
693,Georgia,Augusta,2021,9,8136
694,Georgia,Augusta,2021,10,8849
695,Georgia,Augusta,2021,11,1986
696,Georgia,Augusta,2021,12,2227
697,Georgia,Augusta,2022,1,6707
698,Georgia,Augusta,2022,2,6163
699,Georgia,Augusta,2022,3,9639
700,Georgia,Augusta,2022,4,4816
701,Georgia,Augusta,2022,5,8226
702,Georgia,Augusta,2022,6,9452
703,Georgia,Augusta,2022,7,4535
704,Georgia,Augusta,2022,8,9569
705,Georgia,Augusta,2022,9,9056
706,Georgia,Augusta,2022,10,8351
707,Georgia,Augusta,2022,11,3503
708,Georgia,Augusta,2022,12,1675
709,Georgia,Augusta,2023,1,3851
710,Georgia,Augusta,2023,2,1864
711,Georgia,Augusta,2023,3,6185
712,Georgia,Augusta,2023,4,3319
713,Georgia,Augusta,2023,5,6748
714,Georgia,Augusta,2023,6,8702
715,Georgia,Augusta,2023,7,7058
716,Georgia,Augusta,2023,8,5112
717,Georgia,Augusta,2023,9,5958
718,Georgia,Augusta,2023,10,1503
719,Georgia,Augusta,2023,11,4407
720,Georgia,Augusta,2023,12,3073
721,Hawaii,Honolulu,2021,1,5531
722,Hawaii,Honolulu,2021,2,4769
723,Hawaii,Honolulu,2021,3,6381
724,Hawaii,Honolulu,2021,4,9495
725,Hawaii,Honolulu,2021,5,7667
726,Hawaii,Honolulu,2021,6,9267
727,Hawaii,Honolulu,2021,7,3205
728,Hawaii,Honolulu,2021,8,6607
729,Hawaii,Honolulu,2021,9,3145
730,Hawaii,Honolulu,2021,10,7378
731,Hawaii,Honolulu,2021,11,6255
732,Hawaii,Honolulu,2021,12,8179
733,Hawaii,Honolulu,2022,1,4121
734,Hawaii,Honolulu,2022,2,9669
735,Hawaii,Honolulu,2022,3,9680
736,Hawaii,Honolulu,2022,4,4976
737,Hawaii,Honolulu,2022,5,1695
738,Hawaii,Honolulu,2022,6,1132
739,Hawaii,Honolulu,2022,7,6367
740,Hawaii,Honolulu,2022,8,6747
741,Hawaii,Honolulu,2022,9,8379
742,Hawaii,Honolulu,2022,10,5783
743,Hawaii,Honolulu,2022,11,5605
744,Hawaii,Honolulu,2022,12,9872
745,Hawaii,Honolulu,2023,1,2851
746,Hawaii,Honolulu,2023,2,2640
747,Hawaii,Honolulu,2023,3,2322
748,Hawaii,Honolulu,2023,4,6445
749,Hawaii,Honolulu,2023,5,7421
750,Hawaii,Honolulu,2023,6,4956
751,Hawaii,Honolulu,2023,7,7512
752,Hawaii,Honolulu,2023,8,9375
753,Hawaii,Honolulu,2023,9,4776
754,Hawaii,Honolulu,2023,10,6115
755,Hawaii,Honolulu,2023,11,2363
756,Hawaii,Honolulu,2023,12,4080
757,Hawaii,Hilo,2021,1,8695
758,Hawaii,Hilo,2021,2,1821
759,Hawaii,Hilo,2021,3,6784
760,Hawaii,Hilo,2021,4,2489
761,Hawaii,Hilo,2021,5,4539
762,Hawaii,Hilo,2021,6,2755
763,Hawaii,Hilo,2021,7,1923
764,Hawaii,Hilo,2021,8,3925
765,Hawaii,Hilo,2021,9,2348
766,Hawaii,Hilo,2021,10,4310
767,Hawaii,Hilo,2021,11,1936
768,Hawaii,Hilo,2021,12,2745
769,Hawaii,Hilo,2022,1,9816
770,Hawaii,Hilo,2022,2,1907
771,Hawaii,Hilo,2022,3,8257
772,Hawaii,Hilo,2022,4,7292
773,Hawaii,Hilo,2022,5,2454
774,Hawaii,Hilo,2022,6,8784
775,Hawaii,Hilo,2022,7,7962
776,Hawaii,Hilo,2022,8,7354
777,Hawaii,Hilo,2022,9,1115
778,Hawaii,Hilo,2022,10,2689
779,Hawaii,Hilo,2022,11,6431
780,Hawaii,Hilo,2022,12,9331
781,Hawaii,Hilo,2023,1,1303
782,Hawaii,Hilo,2023,2,2083
783,Hawaii,Hilo,2023,3,3824
784,Hawaii,Hilo,2023,4,7620
785,Hawaii,Hilo,2023,5,2008
786,Hawaii,Hilo,2023,6,4115
787,Hawaii,Hilo,2023,7,5323
788,Hawaii,Hilo,2023,8,1975
789,Hawaii,Hilo,2023,9,8062
790,Hawaii,Hilo,2023,10,6579
791,Hawaii,Hilo,2023,11,6424
792,Hawaii,Hilo,2023,12,8569
793,Idaho,Boise,2021,1,4915
794,Idaho,Boise,2021,2,7750
795,Idaho,Boise,2021,3,8370
796,Idaho,Boise,2021,4,2412
797,Idaho,Boise,2021,5,4975
798,Idaho,Boise,2021,6,9320
799,Idaho,Boise,2021,7,2738
800,Idaho,Boise,2021,8,9609
801,Idaho,Boise,2021,9,7777
802,Idaho,Boise,2021,10,6196
803,Idaho,Boise,2021,11,9281
804,Idaho,Boise,2021,12,3210
805,Idaho,Boise,2022,1,3490
806,Idaho,Boise,2022,2,1761
807,Idaho,Boise,2022,3,1521
808,Idaho,Boise,2022,4,7528
809,Idaho,Boise,2022,5,6421
810,Idaho,Boise,2022,6,6931
811,Idaho,Boise,2022,7,4130
812,Idaho,Boise,2022,8,1282
813,Idaho,Boise,2022,9,4848
814,Idaho,Boise,2022,10,6602
815,Idaho,Boise,2022,11,1031
816,Idaho,Boise,2022,12,6634
817,Idaho,Boise,2023,1,6934
818,Idaho,Boise,2023,2,7700
819,Idaho,Boise,2023,3,9775
820,Idaho,Boise,2023,4,8663
821,Idaho,Boise,2023,5,3565
822,Idaho,Boise,2023,6,5705
823,Idaho,Boise,2023,7,3340
824,Idaho,Boise,2023,8,9875
825,Idaho,Boise,2023,9,7531
826,Idaho,Boise,2023,10,5259
827,Idaho,Boise,2023,11,2614
828,Idaho,Boise,2023,12,7864
829,Idaho,Meridian,2021,1,4657
830,Idaho,Meridian,2021,2,6113
831,Idaho,Meridian,2021,3,5961
832,Idaho,Meridian,2021,4,6065
833,Idaho,Meridian,2021,5,4605
834,Idaho,Meridian,2021,6,8033
835,Idaho,Meridian,2021,7,1579
836,Idaho,Meridian,2021,8,9527
837,Idaho,Meridian,2021,9,7095
838,Idaho,Meridian,2021,10,8157
839,Idaho,Meridian,2021,11,4779
840,Idaho,Meridian,2021,12,9612
841,Idaho,Meridian,2022,1,7611
842,Idaho,Meridian,2022,2,8058
843,Idaho,Meridian,2022,3,5384
844,Idaho,Meridian,2022,4,4299
845,Idaho,Meridian,2022,5,9696
846,Idaho,Meridian,2022,6,8437
847,Idaho,Meridian,2022,7,3745
848,Idaho,Meridian,2022,8,8710
849,Idaho,Meridian,2022,9,2525
850,Idaho,Meridian,2022,10,4895
851,Idaho,Meridian,2022,11,7828
852,Idaho,Meridian,2022,12,3167
853,Idaho,Meridian,2023,1,4264
854,Idaho,Meridian,2023,2,7361
855,Idaho,Meridian,2023,3,5227
856,Idaho,Meridian,2023,4,7938
857,Idaho,Meridian,2023,5,8317
858,Idaho,Meridian,2023,6,1182
859,Idaho,Meridian,2023,7,9279
860,Idaho,Meridian,2023,8,8770
861,Idaho,Meridian,2023,9,2452
862,Idaho,Meridian,2023,10,1326
863,Idaho,Meridian,2023,11,8915
864,Idaho,Meridian,2023,12,3242
865,Illinois,Chicago,2021,1,3276
866,Illinois,Chicago,2021,2,9595
867,Illinois,Chicago,2021,3,3443
868,Illinois,Chicago,2021,4,6330
869,Illinois,Chicago,2021,5,1620
870,Illinois,Chicago,2021,6,5700
871,Illinois,Chicago,2021,7,1206
872,Illinois,Chicago,2021,8,1495
873,Illinois,Chicago,2021,9,3123
874,Illinois,Chicago,2021,10,6764
875,Illinois,Chicago,2021,11,4481
876,Illinois,Chicago,2021,12,1246
877,Illinois,Chicago,2022,1,9201
878,Illinois,Chicago,2022,2,7975
879,Illinois,Chicago,2022,3,5377
880,Illinois,Chicago,2022,4,8844
881,Illinois,Chicago,2022,5,5419
882,Illinois,Chicago,2022,6,1341
883,Illinois,Chicago,2022,7,3154
884,Illinois,Chicago,2022,8,6114
885,Illinois,Chicago,2022,9,2183
886,Illinois,Chicago,2022,10,6611
887,Illinois,Chicago,2022,11,5240
888,Illinois,Chicago,2022,12,9128
889,Illinois,Chicago,2023,1,1739
890,Illinois,Chicago,2023,2,9999
891,Illinois,Chicago,2023,3,9118
892,Illinois,Chicago,2023,4,4016
893,Illinois,Chicago,2023,5,2143
894,Illinois,Chicago,2023,6,4429
895,Illinois,Chicago,2023,7,9512
896,Illinois,Chicago,2023,8,2800
897,Illinois,Chicago,2023,9,5556
898,Illinois,Chicago,2023,10,1248
899,Illinois,Chicago,2023,11,9849
900,Illinois,Chicago,2023,12,3444
901,Illinois,Springfield,2021,1,1693
902,Illinois,Springfield,2021,2,8300
903,Illinois,Springfield,2021,3,7616
904,Illinois,Springfield,2021,4,6578
905,Illinois,Springfield,2021,5,3184
906,Illinois,Springfield,2021,6,8732
907,Illinois,Springfield,2021,7,2558
908,Illinois,Springfield,2021,8,6514
909,Illinois,Springfield,2021,9,5093
910,Illinois,Springfield,2021,10,4311
911,Illinois,Springfield,2021,11,6639
912,Illinois,Springfield,2021,12,3852
913,Illinois,Springfield,2022,1,4487
914,Illinois,Springfield,2022,2,9506
915,Illinois,Springfield,2022,3,6567
916,Illinois,Springfield,2022,4,5347
917,Illinois,Springfield,2022,5,3498
918,Illinois,Springfield,2022,6,1821
919,Illinois,Springfield,2022,7,2203
920,Illinois,Springfield,2022,8,1453
921,Illinois,Springfield,2022,9,3304
922,Illinois,Springfield,2022,10,2207
923,Illinois,Springfield,2022,11,5882
924,Illinois,Springfield,2022,12,8430
925,Illinois,Springfield,2023,1,4455
926,Illinois,Springfield,2023,2,6369
927,Illinois,Springfield,2023,3,4361
928,Illinois,Springfield,2023,4,3382
929,Illinois,Springfield,2023,5,8432
930,Illinois,Springfield,2023,6,6330
931,Illinois,Springfield,2023,7,5654
932,Illinois,Springfield,2023,8,7407
933,Illinois,Springfield,2023,9,1154
934,Illinois,Springfield,2023,10,1656
935,Illinois,Springfield,2023,11,9880
936,Illinois,Springfield,2023,12,2213
937,Indiana,Indianapolis,2021,1,7798
938,Indiana,Indianapolis,2021,2,8300
939,Indiana,Indianapolis,2021,3,5907
940,Indiana,Indianapolis,2021,4,2727
941,Indiana,Indianapolis,2021,5,1233
942,Indiana,Indianapolis,2021,6,9526
943,Indiana,Indianapolis,2021,7,4861
944,Indiana,Indianapolis,2021,8,4453
945,Indiana,Indianapolis,2021,9,2379
946,Indiana,Indianapolis,2021,10,7724
947,Indiana,Indianapolis,2021,11,5579
948,Indiana,Indianapolis,2021,12,6909
949,Indiana,Indianapolis,2022,1,4968
950,Indiana,Indianapolis,2022,2,2908
951,Indiana,Indianapolis,2022,3,5004
952,Indiana,Indianapolis,2022,4,3616
953,Indiana,Indianapolis,2022,5,4443
954,Indiana,Indianapolis,2022,6,9912
955,Indiana,Indianapolis,2022,7,9112
956,Indiana,Indianapolis,2022,8,9802
957,Indiana,Indianapolis,2022,9,9829
958,Indiana,Indianapolis,2022,10,2685
959,Indiana,Indianapolis,2022,11,2488
960,Indiana,Indianapolis,2022,12,3040
961,Indiana,Indianapolis,2023,1,3314
962,Indiana,Indianapolis,2023,2,6636
963,Indiana,Indianapolis,2023,3,4861
964,Indiana,Indianapolis,2023,4,9539
965,Indiana,Indianapolis,2023,5,7669
966,Indiana,Indianapolis,2023,6,5387
967,Indiana,Indianapolis,2023,7,6885
968,Indiana,Indianapolis,2023,8,5714
969,Indiana,Indianapolis,2023,9,6282
970,Indiana,Indianapolis,2023,10,2982
971,Indiana,Indianapolis,2023,11,4892
972,Indiana,Indianapolis,2023,12,7278
973,Indiana,Fort Wayne,2021,1,8456
974,Indiana,Fort Wayne,2021,2,2519
975,Indiana,Fort Wayne,2021,3,8961
976,Indiana,Fort Wayne,2021,4,2464
977,Indiana,Fort Wayne,2021,5,3352
978,Indiana,Fort Wayne,2021,6,3658
979,Indiana,Fort Wayne,2021,7,8801
980,Indiana,Fort Wayne,2021,8,9840
981,Indiana,Fort Wayne,2021,9,6341
982,Indiana,Fort Wayne,2021,10,7168
983,Indiana,Fort Wayne,2021,11,4336
984,Indiana,Fort Wayne,2021,12,2263
985,Indiana,Fort Wayne,2022,1,7933
986,Indiana,Fort Wayne,2022,2,6985
987,Indiana,Fort Wayne,2022,3,6185
988,Indiana,Fort Wayne,2022,4,9220
989,Indiana,Fort Wayne,2022,5,7584
990,Indiana,Fort Wayne,2022,6,7484
991,Indiana,Fort Wayne,2022,7,8396
992,Indiana,Fort Wayne,2022,8,4270
993,Indiana,Fort Wayne,2022,9,6463
994,Indiana,Fort Wayne,2022,10,4390
995,Indiana,Fort Wayne,2022,11,1131
996,Indiana,Fort Wayne,2022,12,7377
997,Indiana,Fort Wayne,2023,1,8508
998,Indiana,Fort Wayne,2023,2,8952
999,Indiana,Fort Wayne,2023,3,4572
1000,Indiana,Fort Wayne,2023,4,7371
1001,Indiana,Fort Wayne,2023,5,3824
1002,Indiana,Fort Wayne,2023,6,9676
1003,Indiana,Fort Wayne,2023,7,5566
1004,Indiana,Fort Wayne,2023,8,1774
1005,Indiana,Fort Wayne,2023,9,8311
1006,Indiana,Fort Wayne,2023,10,4034
1007,Indiana,Fort Wayne,2023,11,9848
1008,Indiana,Fort Wayne,2023,12,2000
1009,Iowa,Des Moines,2021,1,1436
1010,Iowa,Des Moines,2021,2,5057
1011,Iowa,Des Moines,2021,3,5532
1012,Iowa,Des Moines,2021,4,4484
1013,Iowa,Des Moines,2021,5,6757
1014,Iowa,Des Moines,2021,6,5134
1015,Iowa,Des Moines,2021,7,8441
1016,Iowa,Des Moines,2021,8,2361
1017,Iowa,Des Moines,2021,9,4698
1018,Iowa,Des Moines,2021,10,6630
1019,Iowa,Des Moines,2021,11,5789
1020,Iowa,Des Moines,2021,12,5259
1021,Iowa,Des Moines,2022,1,1768
1022,Iowa,Des Moines,2022,2,2458
1023,Iowa,Des Moines,2022,3,8187
1024,Iowa,Des Moines,2022,4,9676
1025,Iowa,Des Moines,2022,5,9661
1026,Iowa,Des Moines,2022,6,1469
1027,Iowa,Des Moines,2022,7,5573
1028,Iowa,Des Moines,2022,8,5243
1029,Iowa,Des Moines,2022,9,4519
1030,Iowa,Des Moines,2022,10,3528
1031,Iowa,Des Moines,2022,11,5069
1032,Iowa,Des Moines,2022,12,1675
1033,Iowa,Des Moines,2023,1,4004
1034,Iowa,Des Moines,2023,2,4259
1035,Iowa,Des Moines,2023,3,3674
1036,Iowa,Des Moines,2023,4,9989
1037,Iowa,Des Moines,2023,5,9985
1038,Iowa,Des Moines,2023,6,9855
1039,Iowa,Des Moines,2023,7,3329
1040,Iowa,Des Moines,2023,8,2038
1041,Iowa,Des Moines,2023,9,7938
1042,Iowa,Des Moines,2023,10,2589
1043,Iowa,Des Moines,2023,11,8703
1044,Iowa,Des Moines,2023,12,8316
1045,Iowa,Cedar Rapids,2021,1,9607
1046,Iowa,Cedar Rapids,2021,2,2880
1047,Iowa,Cedar Rapids,2021,3,6813
1048,Iowa,Cedar Rapids,2021,4,3185
1049,Iowa,Cedar Rapids,2021,5,3079
1050,Iowa,Cedar Rapids,2021,6,5104
1051,Iowa,Cedar Rapids,2021,7,7818
1052,Iowa,Cedar Rapids,2021,8,2160
1053,Iowa,Cedar Rapids,2021,9,3377
1054,Iowa,Cedar Rapids,2021,10,8530
1055,Iowa,Cedar Rapids,2021,11,5549
1056,Iowa,Cedar Rapids,2021,12,7431
1057,Iowa,Cedar Rapids,2022,1,2882
1058,Iowa,Cedar Rapids,2022,2,5348
1059,Iowa,Cedar Rapids,2022,3,5577
1060,Iowa,Cedar Rapids,2022,4,8897
1061,Iowa,Cedar Rapids,2022,5,7193
1062,Iowa,Cedar Rapids,2022,6,3713
1063,Iowa,Cedar Rapids,2022,7,8121
1064,Iowa,Cedar Rapids,2022,8,1413
1065,Iowa,Cedar Rapids,2022,9,3639
1066,Iowa,Cedar Rapids,2022,10,3803
1067,Iowa,Cedar Rapids,2022,11,2951
1068,Iowa,Cedar Rapids,2022,12,9441
1069,Iowa,Cedar Rapids,2023,1,3682
1070,Iowa,Cedar Rapids,2023,2,3107
1071,Iowa,Cedar Rapids,2023,3,8327
1072,Iowa,Cedar Rapids,2023,4,8149
1073,Iowa,Cedar Rapids,2023,5,7204
1074,Iowa,Cedar Rapids,2023,6,1701
1075,Iowa,Cedar Rapids,2023,7,5748
1076,Iowa,Cedar Rapids,2023,8,6671
1077,Iowa,Cedar Rapids,2023,9,1522
1078,Iowa,Cedar Rapids,2023,10,2204
1079,Iowa,Cedar Rapids,2023,11,8282
1080,Iowa,Cedar Rapids,2023,12,5245
1081,Kansas,Wichita,2021,1,8016
1082,Kansas,Wichita,2021,2,4736
1083,Kansas,Wichita,2021,3,7019
1084,Kansas,Wichita,2021,4,4770
1085,Kansas,Wichita,2021,5,4550
1086,Kansas,Wichita,2021,6,2685
1087,Kansas,Wichita,2021,7,1381
1088,Kansas,Wichita,2021,8,6957
1089,Kansas,Wichita,2021,9,2535
1090,Kansas,Wichita,2021,10,6338
1091,Kansas,Wichita,2021,11,5641
1092,Kansas,Wichita,2021,12,7843
1093,Kansas,Wichita,2022,1,4754
1094,Kansas,Wichita,2022,2,5839
1095,Kansas,Wichita,2022,3,5971
1096,Kansas,Wichita,2022,4,8026
1097,Kansas,Wichita,2022,5,3274
1098,Kansas,Wichita,2022,6,4706
1099,Kansas,Wichita,2022,7,2451
1100,Kansas,Wichita,2022,8,7551
1101,Kansas,Wichita,2022,9,2090
1102,Kansas,Wichita,2022,10,4887
1103,Kansas,Wichita,2022,11,9974
1104,Kansas,Wichita,2022,12,8769
1105,Kansas,Wichita,2023,1,9806
1106,Kansas,Wichita,2023,2,5758
1107,Kansas,Wichita,2023,3,5727
1108,Kansas,Wichita,2023,4,4949
1109,Kansas,Wichita,2023,5,2945
1110,Kansas,Wichita,2023,6,7278
1111,Kansas,Wichita,2023,7,9099
1112,Kansas,Wichita,2023,8,3493
1113,Kansas,Wichita,2023,9,3767
1114,Kansas,Wichita,2023,10,5122
1115,Kansas,Wichita,2023,11,6443
1116,Kansas,Wichita,2023,12,6556
1117,Kansas,Topeka,2021,1,3698
1118,Kansas,Topeka,2021,2,4987
1119,Kansas,Topeka,2021,3,9749
1120,Kansas,Topeka,2021,4,1337
1121,Kansas,Topeka,2021,5,5886
1122,Kansas,Topeka,2021,6,4705
1123,Kansas,Topeka,2021,7,3815
1124,Kansas,Topeka,2021,8,3734
1125,Kansas,Topeka,2021,9,1648
1126,Kansas,Topeka,2021,10,9948
1127,Kansas,Topeka,2021,11,1912
1128,Kansas,Topeka,2021,12,4716
1129,Kansas,Topeka,2022,1,4378
1130,Kansas,Topeka,2022,2,7039
1131,Kansas,Topeka,2022,3,4252
1132,Kansas,Topeka,2022,4,8686
1133,Kansas,Topeka,2022,5,9223
1134,Kansas,Topeka,2022,6,5957
1135,Kansas,Topeka,2022,7,7934
1136,Kansas,Topeka,2022,8,5250
1137,Kansas,Topeka,2022,9,6390
1138,Kansas,Topeka,2022,10,3840
1139,Kansas,Topeka,2022,11,2054
1140,Kansas,Topeka,2022,12,2262
1141,Kansas,Topeka,2023,1,5649
1142,Kansas,Topeka,2023,2,4815
1143,Kansas,Topeka,2023,3,2809
1144,Kansas,Topeka,2023,4,2819
1145,Kansas,Topeka,2023,5,6165
1146,Kansas,Topeka,2023,6,2389
1147,Kansas,Topeka,2023,7,3768
1148,Kansas,Topeka,2023,8,2718
1149,Kansas,Topeka,2023,9,4788
1150,Kansas,Topeka,2023,10,7423
1151,Kansas,Topeka,2023,11,9096
1152,Kansas,Topeka,2023,12,4381
1153,Kentucky,Louisville,2021,1,4535
1154,Kentucky,Louisville,2021,2,6021
1155,Kentucky,Louisville,2021,3,1054
1156,Kentucky,Louisville,2021,4,7660
1157,Kentucky,Louisville,2021,5,6670
1158,Kentucky,Louisville,2021,6,6449
1159,Kentucky,Louisville,2021,7,3402
1160,Kentucky,Louisville,2021,8,5063
1161,Kentucky,Louisville,2021,9,5631
1162,Kentucky,Louisville,2021,10,1091
1163,Kentucky,Louisville,2021,11,5085
1164,Kentucky,Louisville,2021,12,6541
1165,Kentucky,Louisville,2022,1,1621
1166,Kentucky,Louisville,2022,2,6593
1167,Kentucky,Louisville,2022,3,3532
1168,Kentucky,Louisville,2022,4,2980
1169,Kentucky,Louisville,2022,5,5495
1170,Kentucky,Louisville,2022,6,7202
1171,Kentucky,Louisville,2022,7,1824
1172,Kentucky,Louisville,2022,8,1413
1173,Kentucky,Louisville,2022,9,5597
1174,Kentucky,Louisville,2022,10,1031
1175,Kentucky,Louisville,2022,11,9726
1176,Kentucky,Louisville,2022,12,5970
1177,Kentucky,Louisville,2023,1,5255
1178,Kentucky,Louisville,2023,2,9093
1179,Kentucky,Louisville,2023,3,5024
1180,Kentucky,Louisville,2023,4,8643
1181,Kentucky,Louisville,2023,5,7024
1182,Kentucky,Louisville,2023,6,5776
1183,Kentucky,Louisville,2023,7,2282
1184,Kentucky,Louisville,2023,8,2110
1185,Kentucky,Louisville,2023,9,5069
1186,Kentucky,Louisville,2023,10,1778
1187,Kentucky,Louisville,2023,11,3835
1188,Kentucky,Louisville,2023,12,1792
1189,Kentucky,Frankfort,2021,1,4101
1190,Kentucky,Frankfort,2021,2,3550
1191,Kentucky,Frankfort,2021,3,4784
1192,Kentucky,Frankfort,2021,4,4579
1193,Kentucky,Frankfort,2021,5,7402
1194,Kentucky,Frankfort,2021,6,6073
1195,Kentucky,Frankfort,2021,7,2275
1196,Kentucky,Frankfort,2021,8,9278
1197,Kentucky,Frankfort,2021,9,1626
1198,Kentucky,Frankfort,2021,10,1122
1199,Kentucky,Frankfort,2021,11,8757
1200,Kentucky,Frankfort,2021,12,6353
1201,Kentucky,Frankfort,2022,1,1439
1202,Kentucky,Frankfort,2022,2,3678
1203,Kentucky,Frankfort,2022,3,9976
1204,Kentucky,Frankfort,2022,4,7317
1205,Kentucky,Frankfort,2022,5,1613
1206,Kentucky,Frankfort,2022,6,5572
1207,Kentucky,Frankfort,2022,7,2944
1208,Kentucky,Frankfort,2022,8,3125
1209,Kentucky,Frankfort,2022,9,4105
1210,Kentucky,Frankfort,2022,10,2104
1211,Kentucky,Frankfort,2022,11,5060
1212,Kentucky,Frankfort,2022,12,3537
1213,Kentucky,Frankfort,2023,1,3319
1214,Kentucky,Frankfort,2023,2,2943
1215,Kentucky,Frankfort,2023,3,4311
1216,Kentucky,Frankfort,2023,4,2832
1217,Kentucky,Frankfort,2023,5,1642
1218,Kentucky,Frankfort,2023,6,1103
1219,Kentucky,Frankfort,2023,7,8655
1220,Kentucky,Frankfort,2023,8,6545
1221,Kentucky,Frankfort,2023,9,7080
1222,Kentucky,Frankfort,2023,10,5495
1223,Kentucky,Frankfort,2023,11,6909
1224,Kentucky,Frankfort,2023,12,4549
1225,Louisiana,New Orleans,2021,1,4689
1226,Louisiana,New Orleans,2021,2,5091
1227,Louisiana,New Orleans,2021,3,2707
1228,Louisiana,New Orleans,2021,4,5352
1229,Louisiana,New Orleans,2021,5,3225
1230,Louisiana,New Orleans,2021,6,9145
1231,Louisiana,New Orleans,2021,7,1949
1232,Louisiana,New Orleans,2021,8,5919
1233,Louisiana,New Orleans,2021,9,8066
1234,Louisiana,New Orleans,2021,10,9839
1235,Louisiana,New Orleans,2021,11,8770
1236,Louisiana,New Orleans,2021,12,1690
1237,Louisiana,New Orleans,2022,1,4447
1238,Louisiana,New Orleans,2022,2,1910
1239,Louisiana,New Orleans,2022,3,1424
1240,Louisiana,New Orleans,2022,4,9389
1241,Louisiana,New Orleans,2022,5,8428
1242,Louisiana,New Orleans,2022,6,5899
1243,Louisiana,New Orleans,2022,7,7847
1244,Louisiana,New Orleans,2022,8,2619
1245,Louisiana,New Orleans,2022,9,5345
1246,Louisiana,New Orleans,2022,10,8460
1247,Louisiana,New Orleans,2022,11,3116
1248,Louisiana,New Orleans,2022,12,8232
1249,Louisiana,New Orleans,2023,1,7216
1250,Louisiana,New Orleans,2023,2,3750
1251,Louisiana,New Orleans,2023,3,7712
1252,Louisiana,New Orleans,2023,4,7032
1253,Louisiana,New Orleans,2023,5,3018
1254,Louisiana,New Orleans,2023,6,3129
1255,Louisiana,New Orleans,2023,7,2030
1256,Louisiana,New Orleans,2023,8,1890
1257,Louisiana,New Orleans,2023,9,7886
1258,Louisiana,New Orleans,2023,10,1815
1259,Louisiana,New Orleans,2023,11,9955
1260,Louisiana,New Orleans,2023,12,8054
1261,Louisiana,Baton Rouge,2021,1,4758
1262,Louisiana,Baton Rouge,2021,2,7595
1263,Louisiana,Baton Rouge,2021,3,7674
1264,Louisiana,Baton Rouge,2021,4,8836
1265,Louisiana,Baton Rouge,2021,5,5747
1266,Louisiana,Baton Rouge,2021,6,5618
1267,Louisiana,Baton Rouge,2021,7,4990
1268,Louisiana,Baton Rouge,2021,8,9468
1269,Louisiana,Baton Rouge,2021,9,6872
1270,Louisiana,Baton Rouge,2021,10,3812
1271,Louisiana,Baton Rouge,2021,11,1375
1272,Louisiana,Baton Rouge,2021,12,3532
1273,Louisiana,Baton Rouge,2022,1,9189
1274,Louisiana,Baton Rouge,2022,2,5430
1275,Louisiana,Baton Rouge,2022,3,1277
1276,Louisiana,Baton Rouge,2022,4,7802
1277,Louisiana,Baton Rouge,2022,5,2071
1278,Louisiana,Baton Rouge,2022,6,1320
1279,Louisiana,Baton Rouge,2022,7,3295
1280,Louisiana,Baton Rouge,2022,8,7023
1281,Louisiana,Baton Rouge,2022,9,2337
1282,Louisiana,Baton Rouge,2022,10,6010
1283,Louisiana,Baton Rouge,2022,11,9054
1284,Louisiana,Baton Rouge,2022,12,5813
1285,Louisiana,Baton Rouge,2023,1,7876
1286,Louisiana,Baton Rouge,2023,2,8927
1287,Louisiana,Baton Rouge,2023,3,7179
1288,Louisiana,Baton Rouge,2023,4,6012
1289,Louisiana,Baton Rouge,2023,5,1697
1290,Louisiana,Baton Rouge,2023,6,8929
1291,Louisiana,Baton Rouge,2023,7,7132
1292,Louisiana,Baton Rouge,2023,8,2346
1293,Louisiana,Baton Rouge,2023,9,6583
1294,Louisiana,Baton Rouge,2023,10,8009
1295,Louisiana,Baton Rouge,2023,11,6293
1296,Louisiana,Baton Rouge,2023,12,4485
1297,Maine,Portland,2021,1,2592
1298,Maine,Portland,2021,2,8736
1299,Maine,Portland,2021,3,7122
1300,Maine,Portland,2021,4,7935
1301,Maine,Portland,2021,5,3259
1302,Maine,Portland,2021,6,8373
1303,Maine,Portland,2021,7,8426
1304,Maine,Portland,2021,8,3552
1305,Maine,Portland,2021,9,8470
1306,Maine,Portland,2021,10,6102
1307,Maine,Portland,2021,11,7034
1308,Maine,Portland,2021,12,9918
1309,Maine,Portland,2022,1,1694
1310,Maine,Portland,2022,2,9046
1311,Maine,Portland,2022,3,5870
1312,Maine,Portland,2022,4,3060
1313,Maine,Portland,2022,5,7258
1314,Maine,Portland,2022,6,9082
1315,Maine,Portland,2022,7,2195
1316,Maine,Portland,2022,8,7916
